"Ee_40_15_55","Piped Supply Ff&E","Ee_40_15"
"Ee_40_15_60","Heating, Cooling And Refrigeration Ff&E","Ee_40_15"
"Ee_40_15_65","Ventilation And Air Conditioning Ff&E","Ee_40_15"
"Ee_40_15_70","Electrical Ff&E","Ee_40_15"
"Ee_40_15_75","Communications, Security, Safety And Protection Ff&E","Ee_40_15"
"Ee_40_15_80","Rail Ff&E","Ee_40_15"
"Ee_40_15_81","Road Ff&E","Ee_40_15"
"Ee_40_15_82","Marine And Waterway Ff&E","Ee_40_15"
"Ee_40_15_83","Cable Transport Ff&E","Ee_40_15"
"Ee_40_15_84","Aerospace Ff&E","Ee_40_15"
"Ee_40_15_85","Process Engineering Ff&E","Ee_40_15"
"Ee_40_95","Temporary Signage And Fittings, Furnishings And Equipment (Ff&E)","Ee_40"
"Ee_45","Flora And Fauna Elements","Ee"
"Ee_45_05","Ecosystems","Ee_45"
"Ee_45_10","Flora","Ee_45"
"Ee_45_10_05","Artificial Planting","Ee_45_10"
"Ee_45_10_30","External Natural Planting","Ee_45_10"
"Ee_45_10_40","Internal Natural Planting","Ee_45_10"
"Ee_45_10_75","Planting Drainage And Water Supply","Ee_45_10"
"Ee_45_60","Fauna","Ee_45"
"Ee_45_95","Temporary Flora And Fauna","Ee_45"
"Ee_50","Disposal Elements","Ee"
"Ee_50_10","Utility Waste Collection And Distribution","Ee_50"
"Ee_50_10_10","Utility Gas Waste Collection And Distribution","Ee_50_10"
"Ee_50_10_20","Utility Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_10"
"Ee_50_10_30","Utility Water Waste (Drainage) Collection And Distribution","Ee_50_10"
"Ee_50_10_40","Utility Solid Waste Collection And Distribution","Ee_50_10"
"Ee_50_10_50","Utility Gas Waste Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_60","Utility Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_70","Utility Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_80","Utility Solid Waste Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_85","Utility Waste Collection And Distribution Power Supply","Ee_50_10"
"Ee_50_30","Transport Waste Collection And Distribution","Ee_50"
"Ee_50_30_20","Transport Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_30"
"Ee_50_30_30","Transport Water Waste (Drainage) Collection And Distribution","Ee_50_30"
"Ee_50_30_60","Transport Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_30"
"Ee_50_30_70","Transport Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_30"
"Ee_50_30_85","Transport Waste Collection And Distribution Power Supply","Ee_50_30"
"Ee_50_50","Building Waste Collection And Distribution","Ee_50"
"Ee_50_50_10","Building Gas Waste Collection And Distribution","Ee_50_50"
"Ee_50_50_20","Building Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_50"
"Ee_50_50_30","Building Water Waste (Drainage) Collection And Distribution","Ee_50_50"
"Ee_50_50_40","Building Solid Waste Collection And Distribution","Ee_50_50"
"Ee_50_50_50","Building Gas Waste Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_60","Building Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_70","Building Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_80","Building Solid Waste Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_85","Building Waste Collection And Distribution Power Supply","Ee_50_50"
"Ee_50_70","Landscape Waste Collection And Distribution","Ee_50"
"Ee_50_70_10","Landscape Gas Waste Collection And Distribution","Ee_50_70"
"Ee_50_70_20","Landscape Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_70"
"Ee_50_70_30","Landscape Water Waste (Drainage) Collection And Distribution","Ee_50_70"
"Ee_50_70_40","Landscape Solid Waste Collection And Distribution","Ee_50_70"
"Ee_50_70_50","Landscape Gas Waste Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_60","Landscape Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_70","Landscape Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_80","Landscape Solid Waste Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_85","Landscape Waste Collection And Distribution Power Supply","Ee_50_70"
"Ee_50_80","Process Waste Collection And Distribution","Ee_50"
"Ee_50_80_10","Process Gas Waste Collection And Distribution","Ee_50_80"
"Ee_50_80_20","Process Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_80"
"Ee_50_80_30","Process Water Waste (Drainage) Collection And Distribution","Ee_50_80"
"Ee_50_80_40","Process Solid Waste Collection And Distribution","Ee_50_80"
"Ee_50_80_50","Process Gas Waste Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_60","Process Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_70","Process Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_80","Process Solid Waste Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_85","Process Waste Collection And Distribution Power Supply","Ee_50_80"
"Ee_50_95","Temporary Disposal","Ee_50"
"Ee_55","Piped Supply Elements","Ee"
"Ee_55_10","Utility Piped Supply","Ee_55"
"Ee_55_10_05","Utility Gas Extraction, Treatment And Storage","Ee_55_10"
"Ee_55_10_10","Utility Liquid Fuel Extraction, Treatment And Storage","Ee_55_10"
"Ee_55_10_15","Utility Water Extraction, Treatment And Storage","Ee_55_10"
"Ee_55_10_20","Utility Gas And Steam Distribution And Supply","Ee_55_10"
"Ee_55_10_50","Utility Liquid Fuel Distribution And Supply","Ee_55_10"
"Ee_55_10_70","Utility Water Distribution And Supply","Ee_55_10"
"Ee_55_10_85","Utility Piped Supply Power Supply","Ee_55_10"
"Ee_55_50","Building Piped Supply","Ee_55"
"Ee_55_50_05","Building Gas Extraction, Treatment And Storage","Ee_55_50"
"Ee_55_50_10","Building Liquid Fuel Extraction, Treatment And Storage","Ee_55_50"
"Ee_55_50_15","Building Water Extraction, Treatment And Storage","Ee_55_50"
"Ee_55_50_20","Building Gas Distribution And Supply","Ee_55_50"
"Ee_55_50_25","Building Medical Gas Distribution And Supply","Ee_55_50"
"Ee_55_50_30","Building Gas Fire Suppression","Ee_55_50"
"Ee_55_50_40","Building Steam Distribution And Supply","Ee_55_50"
"Ee_55_50_50","Building Liquid Fuel Distribution And Supply","Ee_55_50"
"Ee_55_50_70","Building Water Distribution And Supply","Ee_55_50"
"Ee_55_50_80","Building Water Fire Suppression","Ee_55_50"
"Ee_55_50_85","Building Piped Supply Power Supply","Ee_55_50"
"Ee_55_70","Landscape Piped Supply","Ee_55"
"Ee_55_70_15","Landscape Water Extraction, Treatment And Storage","Ee_55_70"
"Ee_55_70_70","Landscape Water Distribution And Supply","Ee_55_70"
"Ee_55_70_80","Landscape Water Fire Suppression","Ee_55_70"
"Ee_55_70_85","Landscape Piped Supply Power Supply","Ee_55_70"
"Ee_55_80","Process Piped Supply","Ee_55"
"Ee_55_80_05","Process Gas Extraction, Treatment And Storage","Ee_55_80"
"Ee_55_80_10","Process Liquid Fuel Extraction, Treatment And Storage","Ee_55_80"
"Ee_55_80_15","Process Water Extraction, Treatment And Storage","Ee_55_80"
"Ee_55_80_20","Process Gas Distribution And Supply","Ee_55_80"
"Ee_55_80_30","Process Gas Fire Suppression","Ee_55_80"
"Ee_55_80_40","Process Steam Distribution And Supply","Ee_55_80"
"Ee_55_80_50","Process Liquid Fuel Distribution And Supply","Ee_55_80"
"Ee_55_80_60","Process Liquid Distribution And Supply","Ee_55_80"
"Ee_55_80_70","Process Water Distribution And Supply","Ee_55_80"
"Ee_55_80_80","Process Water Fire Suppression","Ee_55_80"
"Ee_55_80_82","Process Piped Solids Distribution And Supply","Ee_55_80"
"Ee_55_80_85","Process Piped Supply Power Supply","Ee_55_80"
"Ee_55_95","Temporary Piped Supply","Ee_55"
"Ee_60","Heating, Cooling And Refrigeration Elements","Ee"
"Ee_60_10","Utility Heating And Cooling","Ee_60"
"Ee_60_10_40","District Heating And Cooling","Ee_60_10"
"Ee_60_10_85","Utility Heating And Cooling Power Supply","Ee_60_10"
"Ee_60_30","Transport Heating And Cooling","Ee_60"
"Ee_60_30_30","Rail And Paving Heating","Ee_60_30"
"Ee_60_30_85","Transport Heating And Cooling Power Supply","Ee_60_30"
"Ee_60_50","Building Heating, Cooling And Refrigeration","Ee_60"
"Ee_60_50_40","Building Combined Heating And Cooling","Ee_60_50"
"Ee_60_50_44","Building Cooling","Ee_60_50"
"Ee_60_50_48","Building Heating","Ee_60_50"
"Ee_60_50_60","Building Refrigeration","Ee_60_50"
"Ee_60_50_80","Building Drying","Ee_60_50"
"Ee_60_50_85","Building Heating And Cooling Power Supply","Ee_60_50"
"Ee_60_70","Landscape Heating, Cooling And Refrigeration","Ee_60"
"Ee_60_70_44","Landscape Cooling","Ee_60_70"
"Ee_60_70_48","Landscape Heating","Ee_60_70"
"Ee_60_70_85","Landscape Heating And Cooling Power Supply","Ee_60_70"
"Ee_60_80","Process Heating, Cooling And Refrigeration","Ee_60"
"Ee_60_80_40","Process Combined Heating And Cooling","Ee_60_80"
"Ee_60_80_44","Process Cooling","Ee_60_80"
"Ee_60_80_48","Process Heating","Ee_60_80"
"Ee_60_80_60","Process Refrigeration","Ee_60_80"
"Ee_60_80_80","Process Drying","Ee_60_80"
"Ee_60_80_85","Process Heating And Cooling Power Supply","Ee_60_80"
"Ee_50_80","Temporary Heating, Cooling And Refrigeration","Ee_50"
"Ee_65","Ventilation And Air Conditioning Elements","Ee"
"Ee_65_10","Utility Ventilation","Ee_65"
"Ee_65_30","Transport Ventilation","Ee_65"
"Ee_65_30_10","Transport Extraction","Ee_65_30"
"Ee_65_30_40","Transport Ventilation","Ee_65_30"
"Ee_65_30_60","Specialist Ventilation","Ee_65_30"
"Ee_65_30_85","Transport Ventilation Power Supply","Ee_65_30"
"Ee_65_50","Building Ventilation And Air Conditioning","Ee_65"
"Ee_65_50_10","Building Extraction","Ee_65_50"
"Ee_65_50_40","Building Ventilation","Ee_65_50"
"Ee_65_50_60","Building Specialist Ventilation","Ee_65_50"
"Ee_65_50_80","Building Air Conditioning","Ee_65_50"
"Ee_65_50_85","Building Ventilation And Air Conditioning Power Supply","Ee_65_50"
"Ee_65_80","Process Ventilation And Air Conditioning","Ee_65"
"Ee_65_80_10","Process Extraction","Ee_65_80"
"Ee_65_80_40","Process Ventilation","Ee_65_80"
"Ee_65_80_60","Process Specialist Ventilation","Ee_65_80"
"Ee_65_80_80","Process Air Conditioning","Ee_65_80"
"Ee_65_80_85","Process Ventilation And Air Conditioning Power Supply","Ee_65_80"
"Ee_65_95","Temporary Ventilation And Air Conditioning","Ee_65"
"Ee_70","Electrical Elements","Ee"
"Ee_70_10","Utility Power And Lighting","Ee_70"
"Ee_70_10_10","Utility Power Generation","Ee_70_10"
"Ee_70_10_30","Utility Power Transmission And Distribution","Ee_70_10"
"Ee_70_30","Transport Power And Lighting","Ee_70"
"Ee_70_30_10","Transport Power Generation","Ee_70_30"
"Ee_70_30_30","Transport Power Distribution","Ee_70_30"
"Ee_70_30_60","Transport Charging","Ee_70_30"
"Ee_70_30_80","Transport Lighting","Ee_70_30"
"Ee_70_50","Building Power And Lighting","Ee_70"
"Ee_70_50_10","Building Power Generation","Ee_70_50"
"Ee_70_50_30","Building Power Distribution","Ee_70_50"
"Ee_70_50_80","Building Lighting","Ee_70_50"
"Ee_70_70","Landscape Power And Lighting","Ee_70"
"Ee_70_70_10","Landscape Power Generation","Ee_70_70"
"Ee_70_70_30","Landscape Power Distribution","Ee_70_70"
"Ee_70_70_80","Landscape Lighting","Ee_70_70"
"Ee_70_80","Process Power And Lighting","Ee_70"
"Ee_70_80_10","Process Power Generation","Ee_70_80"
"Ee_70_80_30","Process Power Distribution","Ee_70_80"
"Ee_70_80_80","Process Lighting","Ee_70_80"
"Ee_70_95","Temporary Electrical","Ee_70"
"Ee_75","Communications, Security, Safety, Control And","Ee"
"Ee_75_10","Utility Communications, Security, Safety, Control And Protection","Ee_75"
"Ee_75_10_10","Utility Communications","Ee_75_10"
"Ee_75_10_30","Utility Signals","Ee_75_10"
"Ee_75_10_40","Utility Security","Ee_75_10"
"Ee_75_10_60","Utility Environmental Safety","Ee_75_10"
"Ee_75_10_70","Utility Control And Management","Ee_75_10"
"Ee_75_10_80","Utility Protection","Ee_75_10"
"Ee_75_10_85","Utility Communications Etc Power Supply","Ee_75_10"
"Ee_75_30","Transport Communications, Security, Safety, Control And Protection","Ee_75"
"Ee_75_30 10","Transport Communications","Ee_75_30"
"Ee_75_30_30","Transport Signals","Ee_75_30"
"Ee_75_30_40","Transport Security","Ee_75_30"
"Ee_75_30_60","Transport Environmental Safety","Ee_75_30"
"Ee_75_30_70","Transport Control And Management","Ee_75_30"
"Ee_75_30_80","Transport Protection","Ee_75_30"
"Ee_75_30_85","Transport Communications Etc Power Supply","Ee_75_30"
"Ee_75_50","Building Communications, Security, Safety, Control And Protection","Ee_75"
"Ee_75_50_10","Building Communications","Ee_75_50"
"Ee_75_50_30","Building Signals","Ee_75_50"
"Ee_75_50_40","Building Security","Ee_75_50"
"Ee_75_50_50","Building Medical Safety","Ee_75_50"
"Ee_75_50_60","Building Environmental Safety","Ee_75_50"
"Ee_75_50_70","Building Control And Management","Ee_75_50"
"Ee_75_50_80","Building Protection","Ee_75_50"
"Ee_75_50_85","Building Communications Etc Power Supply","Ee_75_50"
"Ee_75_70","Landscape Communications, Security, Safety, Control And Protection","Ee_75"
"Ee_75_70_10","Landscape Communications","Ee_75_70"
"Ee_75_70_30","Landscape Signals","Ee_75_70"
"Ee_75_70_40","Landscape Security","Ee_75_70"
"Ee_75_70_60","Landscape Environmental Safety","Ee_75_70"
"Ee_75_70_70","Landscape Control And Management","Ee_75_70"
"Ee_75_70_80","Landscape Protection","Ee_75_70"
"Ee_75_70_85","Landscape Communications Etc Power Supply","Ee_75_70"
"Ee_75_80","Process Communications, Security, Safety, Control And Protection","Ee_75"
"Ee_75_80_10","Process Communications","Ee_75_80"
"Ee_75_80_30","Process Signals","Ee_75_80"
"Ee_75_80_40","Process Security","Ee_75_80"
"Ee_75_80_60","Process Environmental Safety","Ee_75_80"
"Ee_75_80_70","Process Control And Management","Ee_75_80"
"Ee_75_80_80","Process Protection","Ee_75_80"
"Ee_75_80_85","Process Communications Etc Power Supply","Ee_75_80"
"Ee_75_95","Temporary Communications, Security, Safety, Control And Protection","Ee_75"
"Ee_80","Transport Elements","Ee"
"Ee_80_30","Transport","Ee_80"
"Ee_80_30_10","Transport Cable Transport","Ee_80_30"
"Ee_80_30_60","Transport Operable Bridges","Ee_80_30"
"Ee_80_30_70","Transport Tracks","Ee_80_30"
"Ee_80_30_80","Transport Turntables","Ee_80_30"
"Ee_80_30_82","Transport Vehicle Access","Ee_80_30"
"Ee_80_30_85","Transport Power Supply","Ee_80_30"
"Ee_80_50","Building Transport","Ee_80"
"Ee_80_50_20","Building Conveyors","Ee_80_50"
"Ee_80_50_30","Building Cranes And Hoists","Ee_80_50"
"Ee_80_50_40","Building Escalators And Moving Walks","Ee_80_50"
"Ee_80_50_50","Building Lifts","Ee_80_50"
"Ee_80_50_70","Building Tracks","Ee_80_50"
"Ee_80_50_80","Building Turntables","Ee_80_50"
"Ee_80_50_85","Building Transport Power Supply","Ee_80_50"
"Ee_80_70","Landscape Transport","Ee_80"
"Ee_80_70_40","Landscape Escalators And Moving Walks","Ee_80_70"
"Ee_80_70_50","Landscape Lifts","Ee_80_70"
"Ee_80_70_70","Landscape Tracks","Ee_80_70"
"Ee_80_70_85","Landscape Transport Power Supply","Ee_80_70"
"Ee_80_80","Process Transport","Ee_80"
"Ee_80_80_10","Process Cable Transport","Ee_80_80"
"Ee_80_80_20","Process Conveyors","Ee_80_80"
"Ee_80_80_30","Process Cranes And Hoists","Ee_80_80"
"Ee_80_80_40","Process Escalators And Moving Walks","Ee_80_80"
"Ee_80_80_50","Process Lifts","Ee_80_80"
"Ee_80_80_70","Process Tracks","Ee_80_80"
"Ee_80_80_80","Process Turntables","Ee_80_80"
"Ee_80_80_85","Process Transport Power Supply","Ee_80_80"
"Ee_80_95","Temporary Transport","Ee_80"
"Ee_85","Process Engineering Elements","Ee"
"Ee_85_95","Temporary Process Engineering","Ee_85"
"Ee_90","Soft Facility Management Elements","Ee"
"En_20","Administrative, Commercial And Protective Service Entities","En"
"En_20_10","Legislative Entities","En_20"
"En_20_10_10","International Legislative Buildings","En_20_10"
"En_20_10_30","National Legislative Buildings","En_20_10"
"En_20_10_50","Regional Legislative Buildings","En_20_10"
"En_20_10_70","Local Legislative Buildings","En_20_10"
"En_20_20","Secular Administrative Entities","En_20"
"En_20_20_10","International Official Administrative Buildings","En_20_20"
"En_20_20_30","National Official Administrative Buildings","En_20_20"
"En_20_20_50","Regional Official Administrative Buildings","En_20_20"
"En_20_20_70","Local Official Administrative Buildings","En_20_20"
"En_20_30","Secular Representative Entities","En_20"
"En_20_30_10","International Official Representative Buildings","En_20_30"
"En_20_30_30","National Official Representative Buildings","En_20_30"
"En_20_30_50","Regional Official Representative Buildings","En_20_30"
"En_20_30_70","Local Official Representative Buildings","En_20_30"
"En_20_35","Religious Representative Entities","En_20"
"En_20_35_10","International Religious Representative Buildings","En_20_35"
"En_20_35_30","National Religious Representative Buildings","En_20_35"
"En_20_35_50","Regional Religious Representative Buildings","En_20_35"
"En_20_35_70","Local Religious Representative Buildings","En_20_35"
"En_20_40","Financial Entities","En_20"
"En_20_40_10","International Financial Buildings","En_20_40"
"En_20_40_30","National Financial Buildings","En_20_40"
"En_20_40_50","Regional Financial Buildings","En_20_40"
"En_20_40_70","Local Financial Buildings","En_20_40"
"En_20_50","Commercial Administrative Entities","En_20"
"En_20_50_10","Multiple Office Buildings","En_20_50"
"En_20_50_40","Large Single Office Buildings","En_20_50"
"En_20_50_70","Small Single Office Buildings","En_20_50"
"En_20_60","Commercial Wholesale And Retail Entities","En_20"
"En_20_60_10","Multiple Wholesale Buildings","En_20_60"
"En_20_60_11","Multiple Wholesale Grounds","En_20_60"
"En_20_60_20","Large Single Wholesale Buildings","En_20_60"
"En_20_60_21","Large Single Wholesale Grounds","En_20_60"
"En_20_60_30","Small Single Wholesale Buildings","En_20_60"
"En_20_60_31","Small Single Wholesale Grounds","En_20_60"
"En_20_60_50","Auction Buildings","En_20_60"
"En_20_60_51","Auction Grounds","En_20_60"
"En_20_60_70","Multiple Retail Buildings","En_20_60"
"En_20_60_71","Multiple Retail Grounds","En_20_60"
"En_20_60_80","Large Single Retail Buildings","En_20_60"
"En_20_60_81","Large Single Retail Grounds","En_20_60"
"En_20_60_90","Small Single Retail Buildings","En_20_60"
"En_20_60_91","Small Single Retail Grounds","En_20_60"
"En_20_65","Postal Communications Entities","En_20"
"En_20_65_10","Postal Communications Buildings","En_20_65"
"En_20_70","Military Entities","En_20"
"En_20_70_10","International Military Buildings","En_20_70"
"En_20_70_30","National Military Buildings","En_20_70"
"En_20_70_31","National Military Grounds","En_20_70"
"En_20_70_50","Regional Military Buildings","En_20_70"
"En_20_70_51","Regional Military Grounds","En_20_70"
"En_20_70_70","Local Military Buildings","En_20_70"
"En_20_70_71","Local Military Grounds","En_20_70"
"En_20_70_90","Temporary Military Buildings","En_20_70"
"En_20_80","Law Enforcement And Judicial Entities","En_20"
"En_20_80_10","International Law Enforcement Buildings","En_20_80"
"En_20_80_20","International Judicial Buildings","En_20_80"
"En_20_80_30","National Law Enforcement Buildings","En_20_80"
"En_20_80_40","National Judicial Buildings","En_20_80"
"En_20_80_50","Regional Law Enforcement Buildings","En_20_80"
"En_20_80_60","Regional Judicial Buildings","En_20_80"
"En_20_80_70","Local Law Enforcement Buildings","En_20_80"
"En_20_80_80","Local Judicial Buildings","En_20_80"
"En_20_85","Detention Entities","En_20"
"En_20_85_10","International Detention Buildings","En_20_85"
"En_20_85_11","International Detention Grounds","En_20_85"
"En_20_85_30","National Detention Buildings","En_20_85"
"En_20_85_31","National Detention Grounds","En_20_85"
"En_20_85_50","Regional Detention Buildings","En_20_85"
"En_20_85_51","Regional Detention Grounds","En_20_85"
"En_20_85_70","Local Detention Buildings","En_20_85"
"En_20_85_71","Local Detention Grounds","En_20_85"
"En_20_90","Fire And Rescue Entities","En_20"
"En_20_90_10","International Fire And Rescue Buildings","En_20_90"
"En_20_90_30","National Fire And Rescue Buildings","En_20_90"
"En_20_90_50","Regional Fire And Rescue Buildings","En_20_90"
"En_20_90_70","Local Fire And Rescue Buildings","En_20_90"
"En_20_90_90","Temporary Fire And Rescue Buildings","En_20_90"
"En_25","Cultural, Educational, Scientific And Information Entities","En"
"En_25_05","Cultural Entities","En_25"
"En_25_10","Educational Entities","En_25"
"En_25_10_10","Infant Educational Buildings","En_25_10"
"En_25_10_11","Infant Educational Grounds","En_25_10"
"En_25_10_20","Primary Educational Buildings (E.G. Panelled, Framed, Modular Classrooms)","En_25_10"
"En_25_10_21","Primary Educational Grounds","En_25_10"
"En_25_10_30","Secondary Educational Buildings","En_25_10"
"En_25_10_31","Secondary Educational Grounds","En_25_10"
"En_25_10_40","Pre-Tertiary Educational Buildings","En_25_10"
"En_25_10_41","Pre-Tertiary Educational Grounds","En_25_10"
"En_25_10_50","Tertiary Educational Buildings","En_25_10"
"En_25_10_51","Tertiary Educational Grounds","En_25_10"
"En_25_10_60","Adult Educational Buildings","En_25_10"
"En_25_10_61","Adult Educational Grounds","En_25_10"
